Family,Genus,Species,Abundance,Locality,Province/Territory,Ecozone,Side,Latitude,Longitude,Moisture_Regime,Replicate,Date,Trapping_Method
Chloropidae,Elachiptera,Elachiptera costata,4,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,5,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,24,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Heleomyzidae,Heleomyza,Heleomyza bisetata,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Heleomyzidae,Heteromyza,Heteromyza oculata ,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,4,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Lauxaniidae,Lauxania ,Lauxania shewelli,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,9,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Sepsidae,Nemapoda,Nemapoda nitidula (Fallén),1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. A,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. A,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Milichiidae,Paramyia,Paramyia nitens,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella sp. A,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sphaeroceridae,Rachispoda,Rachispoda lutosa,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sphaeroceridae,Rachispoda,Rachispoda sp. B,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. D,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum umbrosum,4,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum umbrosum,3,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) ?trochantera,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) sp. A,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,4,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,3,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Ephydridae,Scatella,Scatella sp. A,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Ephydridae,Scatella,Scatella stagnalis (Fallén),2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sciomyzidae,Sepedon,Sepedon borealis Steyskal,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera fuscinervis Zetterstedt,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,5,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Sciomyzidae,Tetanocera,Tetanocera phyllophora Melander,2,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba linealla,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,17-20.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba linealla,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,20-23.vi.2010,PanTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Moosonee,ON,NB,E,51.2469,-80.68102,Mesic,3,23-26.vi.2010,MalaiseTrap
Drosophilidae,Amiota,Amiota sp. A,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza shewelli Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,5,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,46,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,5,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Sciomyzidae,Atrichomelina,Atrichomelina ?pubera (Loew),1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ulidiidae,Chaetopsis,Chaetopsis massyla (Walker),2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. B,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Micropezidae,Cnodocophora,Cnodocophora nasoni (Cresson),1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Micropezidae,Compsobata,Compsobata (Compsobata) univitta (Walker),2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Micropezidae,Compsobata,Compsobata (Trylophyrobata) pallipes (Say),1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella sp. A,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Conioscinella ,Conioscinella sp. C,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Dahlimosina ,Dahlimosina dahli,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Dichaeta ,Dichaeta caudata,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Ephydridae,Discocerina ,Discocerina obscurella,12,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Ditrichophora,Ditrichophora ?valens,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila obscura species group sp. B,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachipter sp. A,6,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachipter sp. A,3,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,4,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera costata,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,10,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sepsidae,Enicita,Enicita annulipes (Meigen),15,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Gaurax,Gaurax dubius,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Gaurax,Gaurax n. sp. group C,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Gaurax,Gaurax sp. nr. dubius,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ulidiidae,Homalocephala,Homalocephala albitarsis,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Hyadina,Hyadina binotata (Cresson),1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Ephydridae,Hyadina,Hyadina vockerhoti,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Ephydridae,Hydrellia,Hydrellia sp. B,3,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Chloropidae,Lasiosina,Lasiosina canadensis,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Lasiosina,Lasiosina canadensis,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,9,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,3,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. E,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. F,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. F,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. F,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Piophilidae,Parapiophila,Parapiophila atrifrons,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella arctopellucida,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella arctopellucida,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella arctopellucida,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Sciomyzidae,Pteromicra,Pteromicra ?pectosa,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Rachispoda,Rachispoda sp. A,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,14,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,11,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. B,10,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. B,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,4,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Scatella,Scatella sp. B,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Scatella,Scatella stagnalis (Fallén),1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sciomyzidae,0,Sciomyzidae sp. A,2,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,23-25.vi.2010,PanTrap
Sciomyzidae,Sepedon,Sepedon borealis Steyskal,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Siphonella,Siphonella oscinina (Fallén),21,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. B,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-19.vi.2010,PanTrap
Sphaeroceridae,Spelobia,Spelobia sp. H,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sphaeroceridae,Spelobia,Spelobia sp. K,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Heleomyzidae,Tephroclamys,Tephroclamys rufiventris,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera ?silvatica ,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera sp. A,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Sciomyzidae,Tetanocera,Tetanocera sp. D,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Thaumatomyia,Thaumatomyia grata (Loew),17,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba linealla,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba melamonolica,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Chloropidae,Tricimba,Tricimba trisulcata,1,Moosonee,ON,NB,E,51.28034,-80.64252,Wet,1,15-18.vi.2010,MalaiseTrap
Ephydridae,Allotrichoma,Allotrichoma bezzü,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Anthomyzidae,Anthomyza,Anthomyza equiseti Rohá?ek and Barber,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza pengellyi Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Anthomyzidae,Anthomyza,Anthomyza shewelli Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Anthomyzidae,Anthomyza,Anthomyza vockerothi Rohá?ek and Barber,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Antichaeta,Antichaeta sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Apallates,Apallates coxendix,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,6,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Aphanotrigonum ,Aphanotrigonum trilineatum,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Sciomyzidae,Atrichomelina,Atrichomelina ?pubera (Loew),1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Chlorops,Chlorops sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Clusiidae,Clusiodes,Clusiodes clandestinus,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Micropezidae,Compsobata,Compsobata (Compsobata) univitta (Walker),2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Diastatidae,Diastata,Diastata sp. A,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Diastatidae,Diastata,Diastata sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Ephydridae,Dichaeta ,Dichaeta caudata,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Ephydridae,Dichaeta ,Dichaeta caudata,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Sciomyzidae,Dictya,Dictya hudsonica Steyskal,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Ephydridae,Discocerina ,Discocerina obscurella,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Ephydridae,Ditrichophora,Ditrichophora ?valens,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Drosophilidae,Drosophila,Drosophila rellima Wheeler,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Drosophilidae,Drosophila,Drosophila sp. G,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Drosophilidae,0,Drosophilidae sp. A,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachipter sp. A,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachipter sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera costata,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera costata,2,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,5,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Elachiptera,Elachiptera decipens,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Elachiptera,Elachiptera decipens,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Ephydridae,0,Ephydridae sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Eribolus,Eribolus nanus,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Ephydridae,Hydrellia,Hydrellia sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Sphaeroceridae,Leptocera,Leptocera erythrocera,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Milichiidae,Neophyllomyza,Neophyllomyza quadricornis,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Norrbomia,Norrbomia fumipennis,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Ephydridae,Notiphila,Notiphila sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Ephydridae,Notiphila,Notiphila sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. D,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. E,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Chloropidae,Oscinella,Oscinella sp. F,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Oscinella,Oscinella sp. F,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Sciomyzidae,Pherbellia,Pherbellia sp. E,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Pherbellia,Pherbellia sp. F,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Ephydridae,Philotelma,Philotelma defectum,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella arctopellucida,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sphaeroceridae,Pseudocollinella,Pseudocollinella arctopellucida,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Pseudopachyceata,Pseudopachyceata approximatonervis,4,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Sciomyzidae,Pteromicra,Pteromicra ?pectosa,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,3,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,29,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum soror,10,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,23-25.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. B,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. C,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Chloropidae,Rhopalopterum,Rhopalopterum sp. D,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) ?trochantera,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Hemiscaptomyza) ?trochantera,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,16-19.vi.2010,MalaiseTrap
Drosophilidae,Scaptomyza,Scaptomyza (Parascaptomyza) ?adusta,1,Moosonee,ON,NB,E,51.28288,-80.63926,Wet,2,19-23.vi.2010,PanTrap
